Tiempo de procesamiento: 1640.99 segundos
id,liquidacion_nro,transportista,fecha,nro_guia,placa,vehiculo_id,insumo,material_id,peso_seco,peso_humedo,monto_total,ruta,origen,destino,fuente,fecha_carga
1785447333474-0010017273,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017273,BFI758,VE-28,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.75,39.68,257.92,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017280,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017280,AKE789,VE-22,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,32.11,35.64,231.66,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017293,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017293,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.05,38.91,252.91,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017310,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017310,AFX735,VE-16,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,33.95,37.68,244.92,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017311,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017311,AKE789,VE-22,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.65,40.68,264.42,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018194,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018194,ABL875,VE-17,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.51,38.65,251.23,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018197,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018197,D8E728,VE-15,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,30.92,34.63,225.1,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018201,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018201,AKE789,VE-22,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,31.21,34.95,227.18,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018202,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018202,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,33.58,37.61,244.47,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018264,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,001/0018264,ABL875,VE-17,"PIEDRA HUSO # 67 - SAN LORENZO",MAT-9,38.48,39.63,257.6,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018265,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,001/0018265,ABN852,VE-18,"PIEDRA HUSO # 67 - SAN LORENZO",MAT-9,38.95,40.12,260.78,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018269,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,001/0018269,AWW845,VE-25,"PIEDRA HUSO # 67 - SAN LORENZO",MAT-9,38.54,39.7,258.05,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018271,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,001/0018271,AKE789,VE-22,"PIEDRA HUSO # 67 - SAN LORENZO",MAT-9,36.67,37.77,245.51,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017060,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017060,AWW871,VE-23,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.84,40.5,266.09,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017061,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017061,D8E728,VE-15,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,30.81,34.82,228.77,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017062,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017062,BFI758,VE-28,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.35,39.94,262.41,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017063,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017063,BZR752,VE-29,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.23,39.81,261.55,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017067,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017067,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.41,40.01,262.87,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017068,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017068,AJA905,VE-20,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.19,38.64,253.86,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017069,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017069,AHJ786,VE-19,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.25,40.96,269.11,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017073,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017073,AKE789,VE-22,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.2,40.91,268.78,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017077,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017077,D8D861,VE-14,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,31.93,36.08,237.05,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017085,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017085,AHJ786,VE-19,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,33.62,37.99,249.59,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017086,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017086,BZR752,VE-29,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.39,39.99,262.73,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017092,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,001/0017092,AWW871,VE-23,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.32,41.04,269.63,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017190,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017190,AJA905,VE-20,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.58,41.33,271.54,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017191,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017191,ABN852,VE-18,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,38.79,43.83,287.96,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017192,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017192,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,37.13,41.96,275.68,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017198,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017198,AFX735,VE-16,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,33.98,38.4,252.29,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017200,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017200,BZR752,VE-29,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.02,38.44,252.55,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017203,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017203,D8D861,VE-14,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,32.68,36.93,242.63,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017213,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017213,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.58,39.07,256.69,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017214,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017214,ABN852,VE-18,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.01,40.69,267.33,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017215,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017215,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.62,39.12,257.02,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017217,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017217,D8B795,VE-13,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,31.88,36.02,236.65,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017222,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,001/0017222,BFI758,VE-28,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.53,41.28,271.21,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017228,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017228,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.22,38.67,254.06,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017229,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017229,ABN852,VE-18,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.65,39.15,257.22,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017230,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017230,BZR752,VE-29,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,33.55,37.91,249.07,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017231,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017231,AKE789,VE-22,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,32.87,37.14,244.01,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017236,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017236,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,33.73,38.12,250.45,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017239,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017239,AJA905,VE-20,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,32.36,36.57,240.26,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017242,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017242,ABN852,VE-18,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,33.74,38.13,250.51,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017243,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017243,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.35,38.81,254.98,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017244,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017244,BZR752,VE-29,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,32.9,37.18,244.27,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017248,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017248,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.75,40.4,265.43,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017263,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017263,D8E728,VE-15,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,32.03,36.19,237.77,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017264,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017264,ABN852,VE-18,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.98,41.79,274.56,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017265,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,001/0017265,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.14,39.71,260.89,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017276,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017276,D8D861,VE-14,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,33.25,37.57,246.83,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017277,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017277,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,32.77,37.03,243.29,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017278,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017278,BZR752,VE-29,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,33.4,37.74,247.95,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017279,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017279,AWW871,VE-23,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.51,41.26,271.08,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017295,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017295,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.39,38.86,255.31,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017296,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017296,BZR752,VE-29,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,33.54,37.9,249,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017298,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017298,AWW871,VE-23,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.07,38.5,252.95,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017303,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017303,D8E728,VE-15,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,31.91,36.06,236.91,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017304,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017304,BFI758,VE-28,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.3,39.89,262.08,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017309,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017309,D8D861,VE-14,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,32.73,36.98,242.96,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017312,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017312,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,38.11,43.06,282.9,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010017318,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,001/0017318,AHJ786,VE-19,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.51,40.13,263.65,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018189,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018189,D8D861,VE-14,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,30.88,34.9,229.29,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018190,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018190,ABN852,VE-18,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,32.89,37.17,244.21,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018191,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018191,BAE736,VE-26,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,33.19,37.5,246.38,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
1785447333474-0010018192,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,001/0018192,D8B795,VE-13,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,30.88,34.89,229.23,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.478Z
